Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115082.1	Chromosome		NW_018394545.1	alt-scaffold	332058	chr3_KZ115082v1_alt		ALT_CTG3_1_30
GCF_000002035.6	ALT_DRER_TU_1	3			KZ115083.1	Chromosome		NW_018394546.1	alt-scaffold	394589	chr3_KZ115083v1_alt		ALT_CTG3_1_31
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115084.1	Chromosome		NW_018394547.1	alt-scaffold	136520	chr4_KZ115084v1_alt		ALT_CTG4_1_1
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115085.1	Chromosome		NW_018394548.1	alt-scaffold	377459	chr4_KZ115085v1_alt		ALT_CTG4_1_2
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115086.1	Chromosome		NW_018394549.1	alt-scaffold	362143	chr4_KZ115086v1_alt		ALT_CTG4_1_3
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115087.1	Chromosome		NW_018394550.1	alt-scaffold	312415	chr4_KZ115087v1_alt		ALT_CTG4_1_4
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115088.1	Chromosome		NW_018394551.1	alt-scaffold	360976	chr4_KZ115088v1_alt		ALT_CTG4_1_5
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115089.1	Chromosome		NW_018394552.1	alt-scaffold	244615	chr4_KZ115089v1_alt		ALT_CTG4_1_6
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115090.1	Chromosome		NW_018394553.1	alt-scaffold	357974	chr4_KZ115090v1_alt		ALT_CTG4_1_7
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115091.1	Chromosome		NW_018394554.1	alt-scaffold	308990	chr4_KZ115091v1_alt		ALT_CTG4_1_8
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115092.1	Chromosome		NW_018394555.1	alt-scaffold	301968	chr4_KZ115092v1_alt		ALT_CTG4_1_9
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115093.1	Chromosome		NW_018394556.1	alt-scaffold	379586	chr4_KZ115093v1_alt		ALT_CTG4_1_10
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115094.1	Chromosome		NW_018394557.1	alt-scaffold	238896	chr4_KZ115094v1_alt		ALT_CTG4_1_11
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115095.1	Chromosome		NW_018394558.1	alt-scaffold	340527	chr4_KZ115095v1_alt		ALT_CTG4_1_12
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115096.1	Chromosome		NW_018394559.1	alt-scaffold	362204	chr4_KZ115096v1_alt		ALT_CTG4_1_13
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115097.1	Chromosome		NW_018394560.1	alt-scaffold	245685	chr4_KZ115097v1_alt		ALT_CTG4_1_14
GCF_000002035.6	ALT_DRER_TU_1	4			KZ115098.1	Chromosome		NW_018394561.1	alt-scaffold	204803	chr4_KZ115098v1_alt		ALT_CTG4_1_15
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115099.1	Chromosome		NW_018394562.1	alt-scaffold	224304	chr5_KZ115099v1_alt		ALT_CTG5_1_1
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115100.1	Chromosome		NW_018394563.1	alt-scaffold	254236	chr5_KZ115100v1_alt		ALT_CTG5_1_2
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115101.1	Chromosome		NW_018394564.1	alt-scaffold	338105	chr5_KZ115101v1_alt		ALT_CTG5_1_3
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115102.1	Chromosome		NW_018394565.1	alt-scaffold	225477	chr5_KZ115102v1_alt		ALT_CTG5_1_4
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115103.1	Chromosome		NW_018394566.1	alt-scaffold	309980	chr5_KZ115103v1_alt		ALT_CTG5_1_5
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115104.1	Chromosome		NW_018394567.1	alt-scaffold	306803	chr5_KZ115104v1_alt		ALT_CTG5_1_6
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115105.1	Chromosome		NW_018394568.1	alt-scaffold	259110	chr5_KZ115105v1_alt		ALT_CTG5_1_7
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115106.1	Chromosome		NW_018394569.1	alt-scaffold	421493	chr5_KZ115106v1_alt		ALT_CTG5_1_8
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115107.1	Chromosome		NW_018394570.1	alt-scaffold	342180	chr5_KZ115107v1_alt		ALT_CTG5_1_9
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115108.1	Chromosome		NW_018394571.1	alt-scaffold	356628	chr5_KZ115108v1_alt		ALT_CTG5_1_10
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115109.1	Chromosome		NW_018394572.1	alt-scaffold	460693	chr5_KZ115109v1_alt		ALT_CTG5_1_11
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115110.1	Chromosome		NW_018394573.1	alt-scaffold	300029	chr5_KZ115110v1_alt		ALT_CTG5_1_12
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115111.1	Chromosome		NW_018394574.1	alt-scaffold	330900	chr5_KZ115111v1_alt		ALT_CTG5_1_13
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115112.1	Chromosome		NW_018394575.1	alt-scaffold	335323	chr5_KZ115112v1_alt		ALT_CTG5_1_14
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115113.1	Chromosome		NW_018394576.1	alt-scaffold	400529	chr5_KZ115113v1_alt		ALT_CTG5_1_15
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115114.1	Chromosome		NW_018394577.1	alt-scaffold	414026	chr5_KZ115114v1_alt		ALT_CTG5_1_16
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115115.1	Chromosome		NW_018394578.1	alt-scaffold	315499	chr5_KZ115115v1_alt		ALT_CTG5_1_17
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115116.1	Chromosome		NW_018394579.1	alt-scaffold	236053	chr5_KZ115116v1_alt		ALT_CTG5_1_18
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115117.1	Chromosome		NW_018394580.1	alt-scaffold	339791	chr5_KZ115117v1_alt		ALT_CTG5_1_19
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115118.1	Chromosome		NW_018394581.1	alt-scaffold	206835	chr5_KZ115118v1_alt		ALT_CTG5_1_20
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115119.1	Chromosome		NW_018394582.1	alt-scaffold	238875	chr5_KZ115119v1_alt		ALT_CTG5_1_21
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115120.1	Chromosome		NW_018394583.1	alt-scaffold	357527	chr5_KZ115120v1_alt		ALT_CTG5_1_22
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115121.1	Chromosome		NW_018394584.1	alt-scaffold	337020	chr5_KZ115121v1_alt		ALT_CTG5_1_23
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115122.1	Chromosome		NW_018394585.1	alt-scaffold	287444	chr5_KZ115122v1_alt		ALT_CTG5_1_24
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115123.1	Chromosome		NW_018394586.1	alt-scaffold	392328	chr5_KZ115123v1_alt		ALT_CTG5_1_25
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115124.1	Chromosome		NW_018394587.1	alt-scaffold	282904	chr5_KZ115124v1_alt		ALT_CTG5_1_26
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115125.1	Chromosome		NW_018394588.1	alt-scaffold	705686	chr5_KZ115125v1_alt		ALT_CTG5_1_27
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115126.1	Chromosome		NW_018394589.1	alt-scaffold	306203	chr5_KZ115126v1_alt		ALT_CTG5_1_28
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115127.1	Chromosome		NW_018394590.1	alt-scaffold	305512	chr5_KZ115127v1_alt		ALT_CTG5_1_29
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115128.1	Chromosome		NW_018394591.1	alt-scaffold	363112	chr5_KZ115128v1_alt		ALT_CTG5_1_30
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115129.1	Chromosome		NW_018394592.1	alt-scaffold	419803	chr5_KZ115129v1_alt		ALT_CTG5_1_31
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115130.1	Chromosome		NW_018394593.1	alt-scaffold	186065	chr5_KZ115130v1_alt		ALT_CTG5_1_32
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115131.1	Chromosome		NW_018394594.1	alt-scaffold	306218	chr5_KZ115131v1_alt		ALT_CTG5_1_33
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115132.1	Chromosome		NW_018394595.1	alt-scaffold	577816	chr5_KZ115132v1_alt		ALT_CTG5_1_34
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115133.1	Chromosome		NW_018394596.1	alt-scaffold	385998	chr5_KZ115133v1_alt		ALT_CTG5_1_35
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115134.1	Chromosome		NW_018394597.1	alt-scaffold	255017	chr5_KZ115134v1_alt		ALT_CTG5_1_36
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115135.1	Chromosome		NW_018394598.1	alt-scaffold	607386	chr5_KZ115135v1_alt		ALT_CTG5_1_37
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115136.1	Chromosome		NW_018394599.1	alt-scaffold	497457	chr5_KZ115136v1_alt		ALT_CTG5_1_38
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115137.1	Chromosome		NW_018394600.1	alt-scaffold	182561	chr5_KZ115137v1_alt		ALT_CTG5_1_39
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115138.1	Chromosome		NW_018394601.1	alt-scaffold	397821	chr5_KZ115138v1_alt		ALT_CTG5_1_40
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115139.1	Chromosome		NW_018394602.1	alt-scaffold	444980	chr5_KZ115139v1_alt		ALT_CTG5_1_41
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115140.1	Chromosome		NW_018394603.1	alt-scaffold	355867	chr5_KZ115140v1_alt		ALT_CTG5_1_42
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115141.1	Chromosome		NW_018394604.1	alt-scaffold	355757	chr5_KZ115141v1_alt		ALT_CTG5_1_43
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115142.1	Chromosome		NW_018394605.1	alt-scaffold	236643	chr5_KZ115142v1_alt		ALT_CTG5_1_44
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115143.1	Chromosome		NW_018394606.1	alt-scaffold	174280	chr5_KZ115143v1_alt		ALT_CTG5_1_45
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115144.1	Chromosome		NW_018394607.1	alt-scaffold	310313	chr5_KZ115144v1_alt		ALT_CTG5_1_46
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115145.1	Chromosome		NW_018394608.1	alt-scaffold	205097	chr5_KZ115145v1_alt		ALT_CTG5_1_47
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115146.1	Chromosome		NW_018394609.1	alt-scaffold	275051	chr5_KZ115146v1_alt		ALT_CTG5_1_48
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115147.1	Chromosome		NW_018394610.1	alt-scaffold	316760	chr5_KZ115147v1_alt		ALT_CTG5_1_49
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115148.1	Chromosome		NW_018394611.1	alt-scaffold	422556	chr5_KZ115148v1_alt		ALT_CTG5_1_50
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115149.1	Chromosome		NW_018394612.1	alt-scaffold	300983	chr5_KZ115149v1_alt		ALT_CTG5_1_51
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115150.1	Chromosome		NW_018394613.1	alt-scaffold	313052	chr5_KZ115150v1_alt		ALT_CTG5_1_52
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115151.1	Chromosome		NW_018394614.1	alt-scaffold	302489	chr5_KZ115151v1_alt		ALT_CTG5_1_53
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115152.1	Chromosome		NW_018394615.1	alt-scaffold	311968	chr5_KZ115152v1_alt		ALT_CTG5_1_54
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115153.1	Chromosome		NW_018394616.1	alt-scaffold	254919	chr5_KZ115153v1_alt		ALT_CTG5_1_55
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115154.1	Chromosome		NW_018394617.1	alt-scaffold	448785	chr5_KZ115154v1_alt		ALT_CTG5_1_56
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115155.1	Chromosome		NW_018394618.1	alt-scaffold	225293	chr5_KZ115155v1_alt		ALT_CTG5_1_57
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115156.1	Chromosome		NW_018394619.1	alt-scaffold	312569	chr5_KZ115156v1_alt		ALT_CTG5_1_58
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115157.1	Chromosome		NW_018394620.1	alt-scaffold	236588	chr5_KZ115157v1_alt		ALT_CTG5_1_59
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115158.1	Chromosome		NW_018394621.1	alt-scaffold	187812	chr5_KZ115158v1_alt		ALT_CTG5_1_60
GCF_000002035.6	ALT_DRER_TU_1	5			KZ115159.1	Chromosome		NW_018394622.1	alt-scaffold	222586	chr5_KZ115159v1_alt		ALT_CTG5_1_61
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115160.1	Chromosome		NW_018394623.1	alt-scaffold	274494	chr6_KZ115160v1_alt		ALT_CTG6_1_1
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115161.1	Chromosome		NW_018394624.1	alt-scaffold	501422	chr6_KZ115161v1_alt		ALT_CTG6_1_2
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115162.1	Chromosome		NW_018394625.1	alt-scaffold	256996	chr6_KZ115162v1_alt		ALT_CTG6_1_3
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115163.1	Chromosome		NW_018394626.1	alt-scaffold	242179	chr6_KZ115163v1_alt		ALT_CTG6_1_4
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115164.1	Chromosome		NW_018394627.1	alt-scaffold	300654	chr6_KZ115164v1_alt		ALT_CTG6_1_5
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115165.1	Chromosome		NW_018394628.1	alt-scaffold	247951	chr6_KZ115165v1_alt		ALT_CTG6_1_6
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115166.1	Chromosome		NW_018394629.1	alt-scaffold	323745	chr6_KZ115166v1_alt		ALT_CTG6_1_7
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115167.1	Chromosome		NW_018394630.1	alt-scaffold	459142	chr6_KZ115167v1_alt		ALT_CTG6_1_8
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115168.1	Chromosome		NW_018394631.1	alt-scaffold	328171	chr6_KZ115168v1_alt		ALT_CTG6_1_9
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115169.1	Chromosome		NW_018394632.1	alt-scaffold	238568	chr6_KZ115169v1_alt		ALT_CTG6_1_10
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115170.1	Chromosome		NW_018394633.1	alt-scaffold	452635	chr6_KZ115170v1_alt		ALT_CTG6_1_11
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115171.1	Chromosome		NW_018394634.1	alt-scaffold	183825	chr6_KZ115171v1_alt		ALT_CTG6_1_12
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115172.1	Chromosome		NW_018394635.1	alt-scaffold	553998	chr6_KZ115172v1_alt		ALT_CTG6_1_13
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115173.1	Chromosome		NW_018394636.1	alt-scaffold	325712	chr6_KZ115173v1_alt		ALT_CTG6_1_14
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115174.1	Chromosome		NW_018394637.1	alt-scaffold	809863	chr6_KZ115174v1_alt		ALT_CTG6_1_15
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115175.1	Chromosome		NW_018394638.1	alt-scaffold	409494	chr6_KZ115175v1_alt		ALT_CTG6_1_16
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115176.1	Chromosome		NW_018394639.1	alt-scaffold	238246	chr6_KZ115176v1_alt		ALT_CTG6_1_17
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115177.1	Chromosome		NW_018394640.1	alt-scaffold	314887	chr6_KZ115177v1_alt		ALT_CTG6_1_18
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115178.1	Chromosome		NW_018394641.1	alt-scaffold	280482	chr6_KZ115178v1_alt		ALT_CTG6_1_19
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115179.1	Chromosome		NW_018394642.1	alt-scaffold	348923	chr6_KZ115179v1_alt		ALT_CTG6_1_20
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115180.1	Chromosome		NW_018394643.1	alt-scaffold	372155	chr6_KZ115180v1_alt		ALT_CTG6_1_21
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115181.1	Chromosome		NW_018394644.1	alt-scaffold	247602	chr6_KZ115181v1_alt		ALT_CTG6_1_22
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115182.1	Chromosome		NW_018394645.1	alt-scaffold	618419	chr6_KZ115182v1_alt		ALT_CTG6_1_23
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115183.1	Chromosome		NW_018394646.1	alt-scaffold	575499	chr6_KZ115183v1_alt		ALT_CTG6_1_24
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115184.1	Chromosome		NW_018394647.1	alt-scaffold	362211	chr6_KZ115184v1_alt		ALT_CTG6_1_25
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115185.1	Chromosome		NW_018394648.1	alt-scaffold	323055	chr6_KZ115185v1_alt		ALT_CTG6_1_26
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115186.1	Chromosome		NW_018394649.1	alt-scaffold	252260	chr6_KZ115186v1_alt		ALT_CTG6_1_27
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115187.1	Chromosome		NW_018394650.1	alt-scaffold	497532	chr6_KZ115187v1_alt		ALT_CTG6_1_28
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115188.1	Chromosome		NW_018394651.1	alt-scaffold	334098	chr6_KZ115188v1_alt		ALT_CTG6_1_29
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115189.1	Chromosome		NW_018394652.1	alt-scaffold	267098	chr6_KZ115189v1_alt		ALT_CTG6_1_30
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115190.1	Chromosome		NW_018394653.1	alt-scaffold	339727	chr6_KZ115190v1_alt		ALT_CTG6_1_31
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115191.1	Chromosome		NW_018394654.1	alt-scaffold	354480	chr6_KZ115191v1_alt		ALT_CTG6_1_32
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115192.1	Chromosome		NW_018394655.1	alt-scaffold	556191	chr6_KZ115192v1_alt		ALT_CTG6_1_33
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115193.1	Chromosome		NW_018394656.1	alt-scaffold	349660	chr6_KZ115193v1_alt		ALT_CTG6_1_34
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115194.1	Chromosome		NW_018394657.1	alt-scaffold	361760	chr6_KZ115194v1_alt		ALT_CTG6_1_35
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115195.1	Chromosome		NW_018394658.1	alt-scaffold	260150	chr6_KZ115195v1_alt		ALT_CTG6_1_36
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115196.1	Chromosome		NW_018394659.1	alt-scaffold	488083	chr6_KZ115196v1_alt		ALT_CTG6_1_37
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115197.1	Chromosome		NW_018394660.1	alt-scaffold	228805	chr6_KZ115197v1_alt		ALT_CTG6_1_38
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115198.1	Chromosome		NW_018394661.1	alt-scaffold	295552	chr6_KZ115198v1_alt		ALT_CTG6_1_39
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115199.1	Chromosome		NW_018394662.1	alt-scaffold	396430	chr6_KZ115199v1_alt		ALT_CTG6_1_40
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115200.1	Chromosome		NW_018394663.1	alt-scaffold	280864	chr6_KZ115200v1_alt		ALT_CTG6_1_41
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115201.1	Chromosome		NW_018394664.1	alt-scaffold	400625	chr6_KZ115201v1_alt		ALT_CTG6_1_42
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115202.1	Chromosome		NW_018394665.1	alt-scaffold	233265	chr6_KZ115202v1_alt		ALT_CTG6_1_43
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115203.1	Chromosome		NW_018394666.1	alt-scaffold	393027	chr6_KZ115203v1_alt		ALT_CTG6_1_44
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115204.1	Chromosome		NW_018394667.1	alt-scaffold	329732	chr6_KZ115204v1_alt		ALT_CTG6_1_45
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115205.1	Chromosome		NW_018394668.1	alt-scaffold	293235	chr6_KZ115205v1_alt		ALT_CTG6_1_46
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115206.1	Chromosome		NW_018394669.1	alt-scaffold	228596	chr6_KZ115206v1_alt		ALT_CTG6_1_47
GCF_000002035.6	ALT_DRER_TU_1	6			KZ115207.1	Chromosome		NW_018394670.1	alt-scaffold	217681	chr6_KZ115207v1_alt		ALT_CTG6_1_48
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115208.1	Chromosome		NW_018394671.1	alt-scaffold	156849	chr7_KZ115208v1_alt		ALT_CTG7_1_1
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115209.1	Chromosome		NW_018394672.1	alt-scaffold	210204	chr7_KZ115209v1_alt		ALT_CTG7_1_2
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115210.1	Chromosome		NW_018394673.1	alt-scaffold	287653	chr7_KZ115210v1_alt		ALT_CTG7_1_3
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115211.1	Chromosome		NW_018394674.1	alt-scaffold	217394	chr7_KZ115211v1_alt		ALT_CTG7_1_4
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115212.1	Chromosome		NW_018394675.1	alt-scaffold	191851	chr7_KZ115212v1_alt		ALT_CTG7_1_5
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115213.1	Chromosome		NW_018394676.1	alt-scaffold	316778	chr7_KZ115213v1_alt		ALT_CTG7_1_6
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115214.1	Chromosome		NW_018394677.1	alt-scaffold	155180	chr7_KZ115214v1_alt		ALT_CTG7_1_7
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115215.1	Chromosome		NW_018394678.1	alt-scaffold	279964	chr7_KZ115215v1_alt		ALT_CTG7_1_8
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115216.1	Chromosome		NW_018394679.1	alt-scaffold	260931	chr7_KZ115216v1_alt		ALT_CTG7_1_9
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115217.1	Chromosome		NW_018394680.1	alt-scaffold	406317	chr7_KZ115217v1_alt		ALT_CTG7_1_10
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115218.1	Chromosome		NW_018394681.1	alt-scaffold	271479	chr7_KZ115218v1_alt		ALT_CTG7_1_11
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115219.1	Chromosome		NW_018394682.1	alt-scaffold	249621	chr7_KZ115219v1_alt		ALT_CTG7_1_12
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115220.1	Chromosome		NW_018394683.1	alt-scaffold	372484	chr7_KZ115220v1_alt		ALT_CTG7_1_13
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115221.1	Chromosome		NW_018394684.1	alt-scaffold	308018	chr7_KZ115221v1_alt		ALT_CTG7_1_14
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115222.1	Chromosome		NW_018394685.1	alt-scaffold	347264	chr7_KZ115222v1_alt		ALT_CTG7_1_15
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115223.1	Chromosome		NW_018394686.1	alt-scaffold	244704	chr7_KZ115223v1_alt		ALT_CTG7_1_16
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115224.1	Chromosome		NW_018394687.1	alt-scaffold	307982	chr7_KZ115224v1_alt		ALT_CTG7_1_17
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115225.1	Chromosome		NW_018394688.1	alt-scaffold	488679	chr7_KZ115225v1_alt		ALT_CTG7_1_18
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115226.1	Chromosome		NW_018394689.1	alt-scaffold	236652	chr7_KZ115226v1_alt		ALT_CTG7_1_19
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115227.1	Chromosome		NW_018394690.1	alt-scaffold	284008	chr7_KZ115227v1_alt		ALT_CTG7_1_20
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115228.1	Chromosome		NW_018394691.1	alt-scaffold	374638	chr7_KZ115228v1_alt		ALT_CTG7_1_21
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115229.1	Chromosome		NW_018394692.1	alt-scaffold	289685	chr7_KZ115229v1_alt		ALT_CTG7_1_22
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115230.1	Chromosome		NW_018394693.1	alt-scaffold	239132	chr7_KZ115230v1_alt		ALT_CTG7_1_23
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115231.1	Chromosome		NW_018394694.1	alt-scaffold	446517	chr7_KZ115231v1_alt		ALT_CTG7_1_24
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115232.1	Chromosome		NW_018394695.1	alt-scaffold	282269	chr7_KZ115232v1_alt		ALT_CTG7_1_25
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115233.1	Chromosome		NW_018394696.1	alt-scaffold	361030	chr7_KZ115233v1_alt		ALT_CTG7_1_26
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115234.1	Chromosome		NW_018394697.1	alt-scaffold	296643	chr7_KZ115234v1_alt		ALT_CTG7_1_27
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115235.1	Chromosome		NW_018394698.1	alt-scaffold	368137	chr7_KZ115235v1_alt		ALT_CTG7_1_28
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115236.1	Chromosome		NW_018394699.1	alt-scaffold	361610	chr7_KZ115236v1_alt		ALT_CTG7_1_29
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115237.1	Chromosome		NW_018394700.1	alt-scaffold	574220	chr7_KZ115237v1_alt		ALT_CTG7_1_30
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115238.1	Chromosome		NW_018394701.1	alt-scaffold	213286	chr7_KZ115238v1_alt		ALT_CTG7_1_31
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115239.1	Chromosome		NW_018394702.1	alt-scaffold	246692	chr7_KZ115239v1_alt		ALT_CTG7_1_32
GCF_000002035.6	ALT_DRER_TU_1	7			KZ115240.1	Chromosome		NW_018394703.1	alt-scaffold	326189	chr7_KZ115240v1_alt		ALT_CTG7_1_33
